SessionID;Timestamp;Framecount;Email;DeviceID;FabInputTrials;AccInputTrials;RejInputTrials;Trials;InterTrialInterval_sec;InputWindow_sec;noInputReceivedFabAlarm_sec;FabAlarmVariability_sec;ConfidenceThreshold;BCIProcessingMode;ConsecutiveThresholdBufferSize
e0f950929b17c446b3d21a48256da28e;2021-01-29 13:16:39.2776;1;anonymous;672c79dd700423a845a1ad6147a6afcd2d17534f;0;10;10;20;4.5000;4.0000;2.0000;1.0000;0.6500;SingleThreshold;8
